,S_AIRPORT,D_AIRPORT,S_LAT,S_LON,D_LAT,D_LON,DISTANCE_WGS-84,S_TOTAL_TRAFFIC,S_COST,S_AIRPORT_NAME,S_CITY,S_COUNTRY,D_AIRPORT_NAME,D_CITY,D_COUNTRY
0,BDS,ZRH,40.6576,17.947001,47.464699,8.54917,1065.7919719912957,1777.0,1.6673047336619577,Brindisi – Salento Airport,Brindisi,Italy,Zürich Airport,Zurich,Switzerland
1,BOD,ZRH,44.8283004761,-0.715556025505,47.464699,8.54917,772.8203880884179,1856.0,2.401592955629499,Bordeaux-Mérignac Airport,Bordeaux,France,Zürich Airport,Zurich,Switzerland
2,BRS,ZRH,51.382702,-2.71909,47.464699,8.54917,924.9964732208298,1851.0,2.0010887107005217,Bristol Airport,Bristol,United Kingdom,Zürich Airport,Zurich,Switzerland
3,GVA,LPA,46.23809814453125,6.108950138092041,27.931900024414062,-15.38659954071045,2771.225769184045,1857.0,0.6701005817172275,Geneva Cointrin International Airport,Geneva,Switzerland,Gran Canaria Airport,Gran Canaria,Spain
4,LCA,ZRH,34.875099182128906,33.624900817871094,47.464699,8.54917,2508.6340578065274,1856.0,0.7398448547026542,Larnaca International Airport,Larnaca,Cyprus,Zürich Airport,Zurich,Switzerland
5,LPA,ZRH,27.931900024414062,-15.38659954071045,47.464699,8.54917,3001.70836031437,1857.0,0.6186477089351597,Gran Canaria Airport,Gran Canaria,Spain,Zürich Airport,Zurich,Switzerland
6,TFS,GVA,28.044500351,-16.5725002289,46.23809814453125,6.108950138092041,2832.8268694466683,1852.0,0.6537639204056789,Tenerife South Airport,Tenerife,Spain,Geneva Cointrin International Airport,Geneva,Switzerland
7,ZRH,BDS,47.464699,8.54917,40.6576,17.947001,1065.7919719912957,1857.0,1.7423662861059401,Zürich Airport,Zurich,Switzerland,Brindisi – Salento Airport,Brindisi,Italy
8,ZRH,BOD,47.464699,8.54917,44.8283004761,-0.715556025505,772.8203880884179,1857.0,2.402886917351282,Zürich Airport,Zurich,Switzerland,Bordeaux-Mérignac Airport,Bordeaux,France
9,ZRH,BRS,47.464699,8.54917,51.382702,-2.71909,924.9964732208298,1857.0,2.007575221918352,Zürich Airport,Zurich,Switzerland,Bristol Airport,Bristol,United Kingdom
10,ZRH,LCA,47.464699,8.54917,34.875099182128906,33.624900817871094,2508.6340578065274,1857.0,0.7402434780079896,Zürich Airport,Zurich,Switzerland,Larnaca International Airport,Larnaca,Cyprus
11,ZRH,LPA,47.464699,8.54917,27.931900024414062,-15.38659954071045,3001.70836031437,1857.0,0.6186477089351597,Zürich Airport,Zurich,Switzerland,Gran Canaria Airport,Gran Canaria,Spain
12,ZRH,RMF,47.464699,8.54917,25.557100296,34.5836982727,3337.465016152335,1857.0,0.5564103267038528,Zürich Airport,Zurich,Switzerland,Marsa Alam International Airport,Marsa Alam,Egypt
13,ARN,GEV,59.651901245117,17.918600082397,67.13240051269531,20.814599990844727,846.0729423388616,1857.0,2.1948462207839414,Stockholm-Arlanda Airport,Stockholm,Sweden,Gällivare Airport,Gallivare,Sweden
14,ARN,HAD,59.651901245117,17.918600082397,56.69110107421875,12.820199966430664,445.5972482825339,1857.0,4.167440456953982,Stockholm-Arlanda Airport,Stockholm,Sweden,Halmstad Airport,Halmstad,Sweden
15,ARN,JKG,59.651901245117,17.918600082397,57.757598876953125,14.068699836730955,307.03642868238063,1857.0,6.0481422610637745,Stockholm-Arlanda Airport,Stockholm,Sweden,Jönköping Airport,Joenkoeping,Sweden
16,ARN,KRF,59.651901245117,17.918600082397,63.04859924316406,17.76889991760254,378.59464800079957,1857.0,4.904982175014999,Stockholm-Arlanda Airport,Stockholm,Sweden,Kramfors Sollefteå Airport,Kramfors,Sweden
17,ARN,KSD,59.651901245117,17.918600082397,59.4446983337,13.3374004364,260.0813355547203,1857.0,7.140074069672305,Stockholm-Arlanda Airport,Stockholm,Sweden,Karlstad Airport,Karlstad,Sweden
18,ARN,LYC,59.651901245117,17.918600082397,64.54830169677734,18.71619987487793,547.2645364308034,1857.0,3.3932401542243924,Stockholm-Arlanda Airport,Stockholm,Sweden,Lycksele Airport,Lycksele,Sweden
19,ARN,MHQ,59.651901245117,17.918600082397,60.122200012207,19.898199081421,122.59203477918369,1857.0,15.147803063591219,Stockholm-Arlanda Airport,Stockholm,Sweden,Mariehamn Airport,Mariehamn,Finland
20,ARN,OER,59.651901245117,17.918600082397,63.40829849243164,18.989999771118164,422.4518258503507,1857.0,4.395767484877254,Stockholm-Arlanda Airport,Stockholm,Sweden,Örnsköldsvik Airport,Ornskoldsvik,Sweden
21,ARN,POR,59.651901245117,17.918600082397,61.461700439453,21.799999237061,293.17364523211523,1857.0,6.334130063190885,Stockholm-Arlanda Airport,Stockholm,Sweden,Pori Airport,Pori,Finland
22,ARN,TRF,59.651901245117,17.918600082397,59.1866989136,10.258600235,437.7234580615033,1857.0,4.2424045725670885,Stockholm-Arlanda Airport,Stockholm,Sweden,"Sandefjord Airport, Torp",Sandefjord,Norway
23,ARN,VBY,59.651901245117,17.918600082397,57.662799835205,18.346200942993,222.94886940701113,1857.0,8.329264036813287,Stockholm-Arlanda Airport,Stockholm,Sweden,Visby Airport,Visby,Sweden
24,ARN,VHM,59.651901245117,17.918600082397,64.5791015625,16.833599090576172,552.0139877372807,1857.0,3.3640451895284214,Stockholm-Arlanda Airport,Stockholm,Sweden,Vilhelmina Airport,Vilhelmina,Sweden
25,ARN,VXO,59.651901245117,17.918600082397,56.92910003662109,14.727999687194824,356.27289000661614,1857.0,5.212296675072624,Stockholm-Arlanda Airport,Stockholm,Sweden,Växjö Kronoberg Airport,Vaxjo,Sweden
26,OSL,VXO,60.121,11.0502,56.92910003662109,14.727999687194824,414.9763829189656,1857.0,4.474953458646887,Oslo Lufthavn,Oslo,Norway,Växjö Kronoberg Airport,Vaxjo,Sweden
27,BCN,BJL,41.2971,2.07846,13.338000297546388,-16.65220069885254,3592.5516568299204,1857.0,0.5169027970605781,Barcelona International Airport,Barcelona,Spain,Banjul International Airport,Banjul,Gambia
28,LGW,FNA,51.148102,-0.190278,8.61644,-13.1955,4864.7918971401405,1857.0,0.3817223920907434,London Gatwick Airport,London,United Kingdom,Lungi International Airport,Freetown,Sierra Leone
29,DRS,ZRH,51.1328010559082,13.767200469970703,47.464699,8.54917,556.9155604648536,1845.0,3.3128900159657797,Dresden Airport,Dresden,Germany,Zürich Airport,Zurich,Switzerland
30,DUS,FDH,51.289501,6.76678,47.6712989807,9.51148986816,448.8031595737659,1857.0,4.137671405351996,Düsseldorf Airport,Duesseldorf,Germany,Friedrichshafen Airport,Friedrichshafen,Germany
31,GRZ,ZRH,46.9911003112793,15.439599990844728,47.464699,8.54917,524.3002446235072,1847.0,3.522790650853702,Graz Airport,Graz,Austria,Zürich Airport,Zurich,Switzerland
32,HAM,FDH,53.630401611328,9.9882297515869,47.6712989807,9.51148986816,663.7515463868996,1857.0,2.797733594909861,Hamburg Airport,Hamburg,Germany,Friedrichshafen Airport,Friedrichshafen,Germany
33,MUC,EBA,48.353802,11.7861,42.7603,10.2394,633.2596321079637,1857.0,2.9324465130021142,Munich Airport,Munich,Germany,Marina Di Campo Airport,Marina Di Campo,Italy
34,NAP,FMM,40.886002,14.2908,47.9888000488,10.2395000458,852.3138130527389,1856.0,2.177601690335571,Naples International Airport,Naples,Italy,Memmingen Allgau Airport,Memmingen,Germany
35,SZG,ZRH,47.7933006287,13.0043001175,47.464699,8.54917,336.7817193480075,1804.0,5.3565852787154045,Salzburg Airport,Salzburg,Austria,Zürich Airport,Zurich,Switzerland
36,TXL,FDH,52.5597,13.2877,47.6712989807,9.51148986816,606.9214982514275,1043.0,1.7185089060198682,Berlin-Tegel Airport,Berlin,Germany,Friedrichshafen Airport,Friedrichshafen,Germany
37,ZRH,DRS,47.464699,8.54917,51.1328010559082,13.767200469970703,556.9155604648536,1857.0,3.3344372681021426,Zürich Airport,Zurich,Switzerland,Dresden Airport,Dresden,Germany
38,ZRH,EBA,47.464699,8.54917,42.7603,10.2394,539.4346459758535,1857.0,3.4424930134782703,Zürich Airport,Zurich,Switzerland,Marina Di Campo Airport,Marina Di Campo,Italy
39,ZRH,GRZ,47.464699,8.54917,46.9911003112793,15.439599990844728,524.3002446235072,1857.0,3.541863691735422,Zürich Airport,Zurich,Switzerland,Graz Airport,Graz,Austria
40,ZRH,SZG,47.464699,8.54917,47.7933006287,13.0043001175,336.7817193480075,1857.0,5.513957240894959,Zürich Airport,Zurich,Switzerland,Salzburg Airport,Salzburg,Austria
41,AMS,NDR,52.308601,4.76389,34.988800048799995,-3.0282099247,2021.54724212807,1857.0,0.9186033159656204,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Nador International Airport,El Aroui,Morocco
42,AMS,TNG,52.308601,4.76389,35.726898193400004,-5.91689014435,2026.6740115185903,1857.0,0.9162795740438526,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Ibn Batouta Airport,Tanger,Morocco
43,BCN,CMN,41.2971,2.07846,33.36750030517578,-7.589970111846924,1226.712217243962,1857.0,1.5138024826817957,Barcelona International Airport,Barcelona,Spain,Mohammed V International Airport,Casablanca,Morocco
44,BCN,NDR,41.2971,2.07846,34.988800048799995,-3.0282099247,830.707656269214,1857.0,2.2354434631552107,Barcelona International Airport,Barcelona,Spain,Nador International Airport,El Aroui,Morocco
45,BCN,TNG,41.2971,2.07846,35.726898193400004,-5.91689014435,931.2328828067901,1857.0,1.994130613604294,Barcelona International Airport,Barcelona,Spain,Ibn Batouta Airport,Tanger,Morocco
46,BGY,CMN,45.673901,9.70417,33.36750030517578,-7.589970111846924,2011.341603719532,1856.0,0.9227671702150136,Il Caravaggio International Airport,Bergamo,Italy,Mohammed V International Airport,Casablanca,Morocco
47,BLQ,CMN,44.5354,11.2887,33.36750030517578,-7.589970111846924,2044.6162211817143,1843.0,0.9013916552685924,Bologna Guglielmo Marconi Airport,Bologna,Italy,Mohammed V International Airport,Casablanca,Morocco
48,BRU,CMN,50.9014015198,4.48443984985,33.36750030517578,-7.589970111846924,2181.9681842223126,1857.0,0.8510664882411489,Brussels Airport,Brussels,Belgium,Mohammed V International Airport,Casablanca,Morocco
49,BRU,NDR,50.9014015198,4.48443984985,34.988800048799995,-3.0282099247,1868.6703459420287,1857.0,0.993754732627201,Brussels Airport,Brussels,Belgium,Nador International Airport,El Aroui,Morocco
50,BRU,TNG,50.9014015198,4.48443984985,35.726898193400004,-5.91689014435,1880.9324474136306,1857.0,0.9872762855218226,Brussels Airport,Brussels,Belgium,Ibn Batouta Airport,Tanger,Morocco
51,CGN,NDR,50.8658981323,7.1427397728,34.988800048799995,-3.0282099247,1945.1697468912787,1857.0,0.9546724664866965,Cologne Bonn Airport,Cologne,Germany,Nador International Airport,El Aroui,Morocco
52,CMN,BCN,33.36750030517578,-7.589970111846924,41.2971,2.07846,1226.712217243962,1857.0,1.5138024826817957,Mohammed V International Airport,Casablanca,Morocco,Barcelona International Airport,Barcelona,Spain
53,CMN,BGY,33.36750030517578,-7.589970111846924,45.673901,9.70417,2011.341603719532,1857.0,0.923264350802414,Mohammed V International Airport,Casablanca,Morocco,Il Caravaggio International Airport,Bergamo,Italy
54,CMN,BLQ,33.36750030517578,-7.589970111846924,44.5354,11.2887,2044.6162211817143,1857.0,0.9082389060411157,Mohammed V International Airport,Casablanca,Morocco,Bologna Guglielmo Marconi Airport,Bologna,Italy
55,CMN,BRU,33.36750030517578,-7.589970111846924,50.9014015198,4.48443984985,2181.9681842223126,1857.0,0.8510664882411489,Mohammed V International Airport,Casablanca,Morocco,Brussels Airport,Brussels,Belgium
56,CMN,CUF,33.36750030517578,-7.589970111846924,44.547001,7.62322,1805.1940736275224,1857.0,1.0286982586134765,Mohammed V International Airport,Casablanca,Morocco,Cuneo International Airport,Cuneo,Italy
57,CMN,LGW,33.36750030517578,-7.589970111846924,51.148102,-0.190278,2064.6904096506337,1857.0,0.8994084494799504,Mohammed V International Airport,Casablanca,Morocco,London Gatwick Airport,London,United Kingdom
58,CMN,LYS,33.36750030517578,-7.589970111846924,45.725556,5.081111,1747.2322956783457,1857.0,1.0628237610952802,Mohammed V International Airport,Casablanca,Morocco,Lyon Saint-Exupéry Airport,Lyon,France
59,CMN,MPL,33.36750030517578,-7.589970111846924,43.57619857788086,3.96301007270813,1513.7731135367153,1857.0,1.2267360170385004,Mohammed V International Airport,Casablanca,Morocco,Montpellier-Méditerranée Airport,Montpellier,France
60,CMN,SAW,33.36750030517578,-7.589970111846924,40.898601532,29.3092002869,3356.7798012823787,1857.0,0.5532087625439646,Mohammed V International Airport,Casablanca,Morocco,Sabiha Gökçen International Airport,Istanbul,Turkey
61,CMN,TLS,33.36750030517578,-7.589970111846924,43.629101,1.36382,1379.2852858254491,1857.0,1.3463494601761499,Mohammed V International Airport,Casablanca,Morocco,Toulouse-Blagnac Airport,Toulouse,France
62,CMN,TSF,33.36750030517578,-7.589970111846924,45.648399,12.1944,2169.971301137326,1857.0,0.8557716864857653,Mohammed V International Airport,Casablanca,Morocco,Treviso-Sant'Angelo Airport,Treviso,Italy
63,FEZ,MPL,33.9272994995,-4.977960109709999,43.57619857788086,3.96301007270813,1321.6392669015304,1755.0,1.3278963813737514,Saïss Airport,Fes,Morocco,Montpellier-Méditerranée Airport,Montpellier,France
64,LGW,CMN,51.148102,-0.190278,33.36750030517578,-7.589970111846924,2064.6904096506337,1857.0,0.8994084494799504,London Gatwick Airport,London,United Kingdom,Mohammed V International Airport,Casablanca,Morocco
65,LGW,TNG,51.148102,-0.190278,35.726898193400004,-5.91689014435,1773.5610032978402,1857.0,1.0470460257904912,London Gatwick Airport,London,United Kingdom,Ibn Batouta Airport,Tanger,Morocco
66,LYS,CMN,45.725556,5.081111,33.36750030517578,-7.589970111846924,1747.2322956783457,1852.0,1.0599620923793531,Lyon Saint-Exupéry Airport,Lyon,France,Mohammed V International Airport,Casablanca,Morocco
67,MPL,CMN,43.57619857788086,3.96301007270813,33.36750030517578,-7.589970111846924,1513.7731135367153,1843.0,1.217487603339772,Montpellier-Méditerranée Airport,Montpellier,France,Mohammed V International Airport,Casablanca,Morocco
68,MPL,FEZ,43.57619857788086,3.96301007270813,33.9272994995,-4.977960109709999,1321.6392669015304,1843.0,1.3944803594711248,Montpellier-Méditerranée Airport,Montpellier,France,Saïss Airport,Fes,Morocco
69,MPL,NDR,43.57619857788086,3.96301007270813,34.988800048799995,-3.0282099247,1127.1943134280496,1843.0,1.6350330888336595,Montpellier-Méditerranée Airport,Montpellier,France,Nador International Airport,El Aroui,Morocco
70,PMI,NDR,39.551700592,2.73881006241,34.988800048799995,-3.0282099247,719.4628415927077,1857.0,2.581092299206272,Palma De Mallorca Airport,Palma de Mallorca,Spain,Nador International Airport,El Aroui,Morocco
71,SAW,CMN,40.898601532,29.3092002869,33.36750030517578,-7.589970111846924,3356.7798012823787,1826.0,0.5439737212737099,Sabiha Gökçen International Airport,Istanbul,Turkey,Mohammed V International Airport,Casablanca,Morocco
72,TLS,CMN,43.629101,1.36382,33.36750030517578,-7.589970111846924,1379.2852858254491,1857.0,1.3463494601761499,Toulouse-Blagnac Airport,Toulouse,France,Mohammed V International Airport,Casablanca,Morocco
73,TNG,AMS,35.726898193400004,-5.91689014435,52.308601,4.76389,2026.6740115185903,1827.0,0.9014769961109955,Ibn Batouta Airport,Tanger,Morocco,Amsterdam Airport Schiphol,Amsterdam,Netherlands
74,TNG,BCN,35.726898193400004,-5.91689014435,41.2971,2.07846,931.2328828067901,1827.0,1.9619152563570517,Ibn Batouta Airport,Tanger,Morocco,Barcelona International Airport,Barcelona,Spain
75,TNG,BRU,35.726898193400004,-5.91689014435,50.9014015198,4.48443984985,1880.9324474136306,1827.0,0.9713267494067689,Ibn Batouta Airport,Tanger,Morocco,Brussels Airport,Brussels,Belgium
76,TNG,LGW,35.726898193400004,-5.91689014435,51.148102,-0.190278,1773.5610032978402,1827.0,1.0301309042106772,Ibn Batouta Airport,Tanger,Morocco,London Gatwick Airport,London,United Kingdom
77,TSF,CMN,45.648399,12.1944,33.36750030517578,-7.589970111846924,2169.971301137326,1506.0,0.6940183951790859,Treviso-Sant'Angelo Airport,Treviso,Italy,Mohammed V International Airport,Casablanca,Morocco
78,TLV,CAI,32.01139831542969,34.88669967651367,30.12190055847168,31.40559959411621,392.72355986071193,1857.0,4.728516925897255,Ben Gurion International Airport,Tel-aviv,Israel,Cairo International Airport,Cairo,Egypt
79,AYT,ZRH,36.898701,30.800501,47.464699,8.54917,2168.913206960744,1849.0,0.8525006874714769,Antalya International Airport,Antalya,Turkey,Zürich Airport,Zurich,Switzerland
80,BSL,HRG,47.59,7.5291667,27.178300857543945,33.799400329589844,3217.244061976404,1857.0,0.5772020910528048,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,Hurghada International Airport,Hurghada,Egypt
81,SKP,ZRH,41.961601,21.621401,47.464699,8.54917,1200.5693147638685,1843.0,1.535105035032889,Skopje Alexander the Great Airport,Skopje,Macedonia,Zürich Airport,Zurich,Switzerland
82,ZRH,AYT,47.464699,8.54917,36.898701,30.800501,2168.913206960744,1857.0,0.8561891707055341,Zürich Airport,Zurich,Switzerland,Antalya International Airport,Antalya,Turkey
83,ZRH,HRG,47.464699,8.54917,27.178300857543945,33.799400329589844,3146.9403395612194,1857.0,0.5900969829821824,Zürich Airport,Zurich,Switzerland,Hurghada International Airport,Hurghada,Egypt
84,ZRH,PRN,47.464699,8.54917,42.5728,21.035801,1122.4707504696528,1857.0,1.654386093555679,Zürich Airport,Zurich,Switzerland,Priština International Airport,Pristina,Serbia
85,ZRH,SKP,47.464699,8.54917,41.961601,21.621401,1200.5693147638685,1857.0,1.5467661693196284,Zürich Airport,Zurich,Switzerland,Skopje Alexander the Great Airport,Skopje,Macedonia
86,AGP,STR,36.67490005493164,-4.499110221862793,48.6898994446,9.22196006775,1739.7715862581845,1857.0,1.0673814968975006,Málaga Airport,Malaga,Spain,Stuttgart Airport,Stuttgart,Germany
87,AGP,TXL,36.67490005493164,-4.499110221862793,52.5597,13.2877,2247.3598256317673,1857.0,0.8263029261359911,Málaga Airport,Malaga,Spain,Berlin-Tegel Airport,Berlin,Germany
88,AMS,HAM,52.308601,4.76389,53.630401611328,9.9882297515869,380.45537352054083,1857.0,4.880992960662548,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Hamburg Airport,Hamburg,Germany
89,ARN,CGN,59.651901245117,17.918600082397,50.8658981323,7.1427397728,1191.0259566243137,1857.0,1.5591599743663311,Stockholm-Arlanda Airport,Stockholm,Sweden,Cologne Bonn Airport,Cologne,Germany
90,ARN,DUS,59.651901245117,17.918600082397,51.289501,6.76678,1164.7360266268404,1857.0,1.594352675239218,Stockholm-Arlanda Airport,Stockholm,Sweden,Düsseldorf Airport,Duesseldorf,Germany
91,ARN,HAM,59.651901245117,17.918600082397,53.630401611328,9.9882297515869,827.2539966454068,1857.0,2.244776099638455,Stockholm-Arlanda Airport,Stockholm,Sweden,Hamburg Airport,Hamburg,Germany
92,ATH,CGN,37.9364013672,23.9444999695,50.8658981323,7.1427397728,1954.4414687273736,1857.0,0.9501435728383197,Eleftherios Venizelos International Airport,Athens,Greece,Cologne Bonn Airport,Cologne,Germany
93,ATH,STR,37.9364013672,23.9444999695,48.6898994446,9.22196006775,1683.6682540102,1857.0,1.1029488710599338,Eleftherios Venizelos International Airport,Athens,Greece,Stuttgart Airport,Stuttgart,Germany
94,AYT,CGN,36.898701,30.800501,50.8658981323,7.1427397728,2435.247473217745,1849.0,0.7592657503333229,Antalya International Airport,Antalya,Turkey,Cologne Bonn Airport,Cologne,Germany
95,BCN,CGN,41.2971,2.07846,50.8658981323,7.1427397728,1132.7486071424885,1857.0,1.6393752226140745,Barcelona International Airport,Barcelona,Spain,Cologne Bonn Airport,Cologne,Germany
96,BCN,DUS,41.2971,2.07846,51.289501,6.76678,1167.3689220762258,1857.0,1.5907567563964524,Barcelona International Airport,Barcelona,Spain,Düsseldorf Airport,Duesseldorf,Germany
97,BCN,HAJ,41.2971,2.07846,52.461101532,9.68507957458,1368.0306637167948,1857.0,1.357425713656686,Barcelona International Airport,Barcelona,Spain,Hannover Airport,Hannover,Germany
98,BCN,HAM,41.2971,2.07846,53.630401611328,9.9882297515869,1493.0713369816892,1857.0,1.2437449932928248,Barcelona International Airport,Barcelona,Spain,Hamburg Airport,Hamburg,Germany
99,BCN,STR,41.2971,2.07846,48.6898994446,9.22196006775,995.1518345276723,1857.0,1.8660469041705436,Barcelona International Airport,Barcelona,Spain,Stuttgart Airport,Stuttgart,Germany
100,BDS,STR,40.6576,17.947001,48.6898994446,9.22196006775,1127.7448408135429,1777.0,1.5757110435708945,Brindisi – Salento Airport,Brindisi,Italy,Stuttgart Airport,Stuttgart,Germany
101,BEG,STR,44.8184013367,20.3090991974,48.6898994446,9.22196006775,948.9048779626149,1857.0,1.9569927851853264,Belgrade Nikola Tesla Airport,Belgrade,Serbia,Stuttgart Airport,Stuttgart,Germany
102,BGO,HAM,60.29339981,5.218140125,53.630401611328,9.9882297515869,796.2046039444164,1857.0,2.332315074291681,Bergen Airport Flesland,Bergen,Norway,Hamburg Airport,Hamburg,Germany
103,BHX,HAM,52.4538993835,-1.74802994728,53.630401611328,9.9882297515869,797.0328302956149,1857.0,2.3298914792647243,Birmingham International Airport,Birmingham,United Kingdom,Hamburg Airport,Hamburg,Germany
104,BHX,TXL,52.4538993835,-1.74802994728,52.5597,13.2877,1019.1416394559427,1857.0,1.8221216051885962,Birmingham International Airport,Birmingham,United Kingdom,Berlin-Tegel Airport,Berlin,Germany
105,BIA,CGN,42.55270004272461,9.48373031616211,50.8658981323,7.1427397728,941.182631098907,1844.0,1.959237175729625,Bastia-Poretta Airport,Bastia,France,Cologne Bonn Airport,Cologne,Germany
106,BIA,DUS,42.55270004272461,9.48373031616211,51.289501,6.76678,992.8768969974541,1844.0,1.8572292351412507,Bastia-Poretta Airport,Bastia,France,Düsseldorf Airport,Duesseldorf,Germany
107,BIA,HAM,42.55270004272461,9.48373031616211,53.630401611328,9.9882297515869,1232.3138192678402,1844.0,1.4963720857204892,Bastia-Poretta Airport,Bastia,France,Hamburg Airport,Hamburg,Germany
108,BIA,STR,42.55270004272461,9.48373031616211,48.6898994446,9.22196006775,682.4165437223926,1844.0,2.7021619228946188,Bastia-Poretta Airport,Bastia,France,Stuttgart Airport,Stuttgart,Germany
109,BIA,TXL,42.55270004272461,9.48373031616211,52.5597,13.2877,1148.4136645888789,1844.0,1.6056931895356141,Bastia-Poretta Airport,Bastia,France,Berlin-Tegel Airport,Berlin,Germany
110,BIO,DUS,43.30110168457031,-2.9106099605560303,51.289501,6.76678,1148.8692652040513,1848.0,1.6085381130565588,Bilbao Airport,Bilbao,Spain,Düsseldorf Airport,Duesseldorf,Germany
111,BIO,STR,43.30110168457031,-2.9106099605560303,48.6898994446,9.22196006775,1112.5320626268974,1848.0,1.6610757227405424,Bilbao Airport,Bilbao,Spain,Stuttgart Airport,Stuttgart,Germany
112,BLQ,CGN,44.5354,11.2887,50.8658981323,7.1427397728,769.2603119871095,1843.0,2.3958079875969,Bologna Guglielmo Marconi Airport,Bologna,Italy,Cologne Bonn Airport,Cologne,Germany
113,BLQ,TXL,44.5354,11.2887,52.5597,13.2877,904.3354691682647,1843.0,2.0379605387976696,Bologna Guglielmo Marconi Airport,Bologna,Italy,Berlin-Tegel Airport,Berlin,Germany
114,BRE,STR,53.0475006104,8.78666973114,48.6898994446,9.22196006775,485.72912460213496,1856.0,3.8210597347240935,Bremen Airport,Bremen,Germany,Stuttgart Airport,Stuttgart,Germany
115,BRU,STR,50.9014015198,4.48443984985,48.6898994446,9.22196006775,420.40117543114343,1857.0,4.417209343184041,Brussels Airport,Brussels,Belgium,Stuttgart Airport,Stuttgart,Germany
116,BSL,DUS,47.59,7.5291667,51.289501,6.76678,415.14382940432597,1857.0,4.473148505337387,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,Düsseldorf Airport,Duesseldorf,Germany
117,BUD,CGN,47.42976,19.261093,50.8658981323,7.1427397728,961.6709029796705,1857.0,1.9310140238684717,Budapest Liszt Ferenc International Airport,Budapest,Hungary,Cologne Bonn Airport,Cologne,Germany
118,BUD,HAM,47.42976,19.261093,53.630401611328,9.9882297515869,951.4162189576678,1857.0,1.9518271425249114,Budapest Liszt Ferenc International Airport,Budapest,Hungary,Hamburg Airport,Hamburg,Germany
119,BUD,STR,47.42976,19.261093,48.6898994446,9.22196006775,760.7210379634895,1857.0,2.4411050928357865,Budapest Liszt Ferenc International Airport,Budapest,Hungary,Stuttgart Airport,Stuttgart,Germany
120,CDG,HAM,49.012798,2.55,53.630401611328,9.9882297515869,729.1982860560266,1857.0,2.546632425651808,Charles de Gaulle International Airport,Paris,France,Hamburg Airport,Hamburg,Germany
121,CFU,CGN,39.601898193359375,19.911699295043945,50.8658981323,7.1427397728,1599.1316456639868,1834.0,1.1468724322808908,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,Cologne Bonn Airport,Cologne,Germany
122,CFU,DRS,39.601898193359375,19.911699295043945,51.1328010559082,13.767200469970703,1367.7446085560225,1834.0,1.3408936058144805,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,Dresden Airport,Dresden,Germany
123,CFU,STR,39.601898193359375,19.911699295043945,48.6898994446,9.22196006775,1320.724187570097,1834.0,1.3886320984052252,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,Stuttgart Airport,Stuttgart,Germany
124,CGN,ALG,50.8658981323,7.1427397728,36.69100189208984,3.215409994125366,1605.7634068275768,1857.0,1.156459284166139,Cologne Bonn Airport,Cologne,Germany,Houari Boumediene Airport,Algier,Algeria
125,CGN,ARN,50.8658981323,7.1427397728,59.651901245117,17.918600082397,1191.0259566243137,1857.0,1.5591599743663311,Cologne Bonn Airport,Cologne,Germany,Stockholm-Arlanda Airport,Stockholm,Sweden
126,CGN,ATH,50.8658981323,7.1427397728,37.9364013672,23.9444999695,1954.4414687273736,1857.0,0.9501435728383197,Cologne Bonn Airport,Cologne,Germany,Eleftherios Venizelos International Airport,Athens,Greece
127,CGN,AYT,50.8658981323,7.1427397728,36.898701,30.800501,2435.247473217745,1857.0,0.7625508374088592,Cologne Bonn Airport,Cologne,Germany,Antalya International Airport,Antalya,Turkey
128,CGN,BCN,50.8658981323,7.1427397728,41.2971,2.07846,1132.7486071424885,1857.0,1.6393752226140745,Cologne Bonn Airport,Cologne,Germany,Barcelona International Airport,Barcelona,Spain
129,CGN,BIA,50.8658981323,7.1427397728,42.55270004272461,9.48373031616211,941.182631098907,1857.0,1.9730495853199097,Cologne Bonn Airport,Cologne,Germany,Bastia-Poretta Airport,Bastia,France
130,CGN,BLQ,50.8658981323,7.1427397728,44.5354,11.2887,769.2603119871095,1857.0,2.414007288642128,Cologne Bonn Airport,Cologne,Germany,Bologna Guglielmo Marconi Airport,Bologna,Italy
131,CGN,BRI,50.8658981323,7.1427397728,41.138901,16.760599,1310.5847904653097,1857.0,1.416924729716031,Cologne Bonn Airport,Cologne,Germany,Bari Karol Wojtyła Airport,Bari,Italy
132,CGN,BUD,50.8658981323,7.1427397728,47.42976,19.261093,961.6709029796705,1857.0,1.9310140238684717,Cologne Bonn Airport,Cologne,Germany,Budapest Liszt Ferenc International Airport,Budapest,Hungary
133,CGN,CAG,50.8658981323,7.1427397728,39.251499,9.05428,1299.373661043736,1857.0,1.4291501018331743,Cologne Bonn Airport,Cologne,Germany,Cagliari Elmas Airport,Cagliari,Italy
